tag3,artist,tag2,tag1,playcount,similar1,similar2,similar3,listener_count
underground hip-hop,Prince Po,hip hop,Hip-Hop,92646,The ODD Couple,Dutchmassive,Bigg Jus,15008
Hip-Hop,Problem,punk,rap,344483,Iamsu!,Tyga,K Camp,45382
big beat,Prodigy,Hip-Hop,electronic,7137356,The Prodigy,Mobb Deep,The Crystal Method,536504
UK hip-hop,Professor Green,Grime,Hip-Hop,4713720,Devlin,Tinchy Stryder,Tinie Tempah,367678
Dirty South,Project Pat,Hip-Hop,rap,2232255,Three 6 Mafia,DJ Paul,Tear da Club Up Thugs,241699
d12,Proof,Hip-Hop,rap,1775863,Bizarre,Obie Trice,D12,507145
Strange Music,Prozak,rap,Horrorcore,784676,Krizz Kaliko,¡Mayday!,Tech N9ne,103047
pop,Psy,Korean,k-pop,5895789,G-Dragon,Big Bang,Brown Eyed Girls,547951
hip hop,Pusha T,rap,Hip-Hop,7080012,Clipse,Jay Rock,The Game,481418
soul,Queen Latifah,jazz,Hip-Hop,1138056,MC Lyte,Renée Zellweger,Catherine Zeta-Jones,164553
hip hop,Q-Tip,rap,Hip-Hop,5388969,Slum Village,A Tribe Called Quest,Common,437862
rap,Quan,seen live,Hip-Hop,33621,K. Sparks,Happyland,NYCE,3849
atlanta,Quavo,trap,rap,8543,UnoTheActivist,Lil Uzi Vert & Gucci Mane,Offset,1336
Intergallactic Soul,Quazedelic,space funk,Hip-Hop,1398,Proh Mic,Roddy Rod,Hezekiah,292
soul,Queen Latifah,jazz,Hip-Hop,1138056,MC Lyte,Renée Zellweger,Catherine Zeta-Jones,164553
hip hop,Queen Pen,Hip-Hop,rap,24725,Charli Baltimore,Father MC,Jacki-O,6012
Korean Hip-Hop,The Quiett,Hip-Hop,Korean,191041,Dok2,Illionaire Records,Beenzino,6062
G-funk,Quincy Jones III,rap,Hip-Hop,241,Jean Toussaint,Satin Jackets & Chris Jylkke,Thug Life feat. Nate Dogg,101
galapagos4,Qwazaar,underground hip-hop,chicago,29079,Outerlimitz,Robust,Qwel & Mike Gao,2366
chicago,Qwel,Hip-Hop,underground hip-hop,142463,Qwel & Maker,Qwel & Jackson Jones,Robust,10658
hip hop,Rakim,rap,Hip-Hop,2878961,Eric B. & Rakim,KRS-One,Kool G Rap,362478
wu-tang,RZA,rap,Hip-Hop,5119402,Wu-Tang Clan,Inspectah Deck,Method Man,414747
Hip-Hop,R. Kelly,soul,rnb,14361791,Jodeci,Joe,Keith Sweat,1382755
underground hip-hop,R.A. the Rugged Man,rap,Hip-Hop,1836812,Vinnie Paz,Jedi Mind Tricks,Apathy,114965
wu-tang,Raekwon,rap,Hip-Hop,9437244,Ghostface Killah,GZA/Genius,Mobb Deep,554169
rap,Rah Digga,hip hop,Hip-Hop,175530,Queen Latifah,Freeway,Foxy Brown,29306
seen live,Rahzel,Hip-Hop,beatbox,391335,Braintax,Digital Underground,Ugly Duckling,56296
hip hop,Rakim,rap,Hip-Hop,2878961,Eric B. & Rakim,KRS-One,Kool G Rap,362478
Hip-Hop,Rampage,hardcore,thrash metal,189534,Mental,Outburst,Breakdown,14712
NA,NA,NA,NA,NA,NA,NA,NA,NA
rap,Rappin' 4-Tay,Bay Area,Hip-Hop,277650,Celly Cel,South Central Cartel,Too $hort,51937
hip hop,Rapsody,Hip-Hop,rap,350571,Rapper Big Pooh,Little Brother,Skyzoo,35683
underground hip-hop,Ras Kass,rap,Hip-Hop,950905,Chino XL,Canibus,Killah Priest,96230
Dirty South,Rasheeda,rap,Hip-Hop,359861,Jacki-O,Lola Monroe,Ebony Eyez,82192
East Coast,Ray Cash,Hip-Hop,rap,126110,Da Backwudz,J.R. Writer,Smitty,19352
Ray J,Ray J,Hip-Hop,rnb,2123489,J. Holiday,Marques Houston,Mario,454104
rap,Ray Luv,West Coast Rap,Gangsta Rap,79868,Young Lay,11/5,Cold World Hustlers,15501
canada,Raz Fresco,rap,Hip-Hop,28478,Black Zheep DZ,Perrion,BrandUn Deshay,1832
Gangsta Rap,RBX,west coast,Hip-Hop,62175,Bad Azz,Soopafly,Kam,7502
rap,The Real Roxanne,80s,Hip-Hop,13870,Whistle,UTFO,Roxanne Shanté,5160
hiphop,Really Doe,rap,hip hop,18062,CRS,Child Rebel Soldier,Donnis,3938
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
party rock,Redfoo,electro,Hip-Hop,431225,LMFAO,Pitbull,will.i.am,70182
hip hop,Redman,rap,Hip-Hop,5748758,Method Man & Redman,Method Man,Def Squad,448719
rap,Reef The Lost Cauze,underground hip-hop,Hip-Hop,688013,Q-Unique,Outerspace,Snowgoons,58714
seen live,Reema Major,Hip-Hop,rap,44784,Nyemiah Supreme,Lola Monroe,Brianna Perry,6521
rap,Reks,underground hip-hop,Hip-Hop,1263086,Termanology,Ras Kass,Blaq Poet,78884
hip hop,Remy Ma,Hip-Hop,rap,496516,Lil' Kim,Foxy Brown,Trina,113131
chicago,Rhymefest,rap,Hip-Hop,1225759,Little Brother,Hi-Tek,Nappy Roots,125715
Dirty South,Rich Boy,Hip-Hop,rap,1623943,Plies,Mike Jones,David Banner,354073
trap,RICH CHIGGA,rap,hip hop,188229,Keith Ape,Rob $tone,MADEINTYO,19921
Dirty South,Rich Homie Quan,rap,Hip-Hop,1315634,K Camp,Young Thug,Yo Gotti,128680
rap,Rich The Kid,hip hop,Hip-Hop,127702,Famous Dex,Skippa Da Flippa,Playboi Carti,10822
Bay Area,Richie Rich,West Coast Rap,G-funk,122789,Dru Down,Celly Cel,C-Bo,26004
italo,Rick Rock,under 2000 listeners,producer,3255,Hugh Bullen,Carrara,Robert Camero,576
NA,NA,NA,NA,NA,NA,NA,NA,NA
ghostwriter,Rico Love,Hip-Hop,rnb,165313,August Alsina,Eric Bellinger,Teyana Taylor,29235
Progressive rock,Riff Raff,rap,Hip-Hop,2075944,Three Loco,Lil Debbie,Gucci Mane,90709
Strange Music,Rittz,rap,Hip-Hop,678096,Krizz Kaliko,Tech N9ne,Wrekonize,48879
electronic,Rj,Hip-Hop,seen live,53076,J-Son,Dreamon,Joe Moses,9824
trip-hop,RJD2,electronic,Hip-Hop,26404482,Soul Position,Blockhead,Little People,966549
Def Jux,Rob Sonic,underground hip-hop,Hip-Hop,332897,Hail Mary Mallon,Aesop Rock,El-P,42733
hip hop,Roc Marciano,underground hip-hop,Hip-Hop,938442,Westside Gunn,Sean Price,Ka,36245
chicago,Rockie Fresh,rap,Hip-Hop,481760,Stalley,Curren$y,Audio Push,32004
Dirty South,Rocko,Hip-Hop,rap,898576,Young Dro,Yo Gotti,Young Scooter,209069
p-funk,Roger Troutman,soul,funk,42453,Parlet,Fingazz,P-Funk All Stars,8625
Rapper,Romeo Miller,under 2000 listeners,hip hop,1243,Legacy (New Boyz),Russell w. Howard,Diggy Simmons,160
rap rock,Ronnie Radke,singer-songwriter,rap,53528,B.LaY,Falling in Reverse,9Lives,2057
ninja tune,Roots Manuva,dub,Hip-Hop,6818798,The Herbaliser,Coldcut,Ty,457117
Hip-Hop,Roscoe,west coast,rap,168136,Luniz,Daz Dillinger,Glasses Malone,29061
atlanta,Roscoe Dash,rap,Hip-Hop,1225423,Travis Porter,Rich Boy,Gorilla Zoe,328149
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
detroit,"Royce da 5'9""",rap,Hip-Hop,4085268,Slaughterhouse,Joe Budden,Elzhi,477472
russia is gay,Rucka Rucka ALI,parody,comedy,507901,Epic Rap Battles Of History,Your Favorite Martian,Bo Burnham,22310
All,Rydah J. Klyde,Bay Area,Gangsta Rap,82254,Bavgate,Beeda Weeda,AP.9,20741
seen live,Rye Rye,electronic,Hip-Hop,1084087,Kid Sister,Amanda Blank,M.I.A.,151952
wu-tang,RZA,rap,Hip-Hop,5119402,Wu-Tang Clan,Inspectah Deck,Method Man,414747
rap,Slick Rick,old school,Hip-Hop,2071551,Big Daddy Kane,EPMD,Boogie Down Productions,248290
Gangsta Rap,Snoop Dogg,rap,Hip-Hop,36076929,Dr. Dre,Ice Cube,213,2360734
NA,NA,NA,NA,NA,NA,NA,NA,NA
underground hip-hop,Saafir,rap,Hip-Hop,70987,The Nonce,Extra Prolific,Yaggfu Front,6839
NA,NA,NA,NA,NA,NA,NA,NA,NA
sicario,Sacario,under 2000 listeners,Hip-Hop,5753,Hustle Child,One on One,Life Of A Stranger,1418
new york,Sadat X,rap,Hip-Hop,275502,Ras Kass,Brand Nubian,D.I.T.C.,32876
abstract hip-hop,Sadistik,underground hip-hop,Hip-Hop,1533069,Sadistik x Kno,No Bird Sing,Eyedea & Abilities,56907
rap,Sage Francis,underground hip-hop,Hip-Hop,10051475,Non-Prophets,B. Dolan,Atmosphere,321170
american,Sage the Gemini,rap,Hip-Hop,1102801,Kid Ink,K Camp,Mike Will Made-It,164146
east coast rap,Saigon,rap,Hip-Hop,1918188,Papoose,Skyzoo,Joell Ortiz,188055
Gangsta Rap,Sam Sneed,west coast,Hip-Hop,17346,WC And The Maad Circle,Twinz,RBX,3496
hip hop,Sammy Adams,rap,Hip-Hop,646483,Cam Meekins,Chiddy Bang,Hoodie Allen,79406
NA,NA,NA,NA,NA,NA,NA,NA,NA
Hip-Hop,San Quinn,rap,Bay Area,293063,Messy Marv,Husalah,Bavgate,50474
african,Sarkodie,rap,ghana,55773,Iyanya,SHATTA WALE,RUNTOWN,7303
new york,Sauce Money,rap,Hip-Hop,38501,TEF,Sonja Blade,All City,9628
Italo Disco,Savage,Disco,80s,1774662,Bad Boys Blue,F.R. David,Fancy,147172
NA,NA,NA,NA,NA,NA,NA,NA,NA
underground hip-hop,ScHoolboy Q,rap,Hip-Hop,14397974,Isaiah Rashad,Ab-Soul,A$AP Rocky,462723
Gangsta Rap,Schoolly D,rap,Hip-Hop,233939,MC Shan,Just-Ice,Ice-T,41802
rap,Scott Storch,Hip-Hop,producer,11211,Just Blaze,2XL,Cool & Dre,1308
dance,Scotty,House,reggae,771091,Global Deejays,Pulsedriver,Master Blaster,124382
d and d,Scram Jones,nature sounds,Hip-Hop,14791,Push! Montana,swigga,Agallah,2574
New Zealand,Scribe,Hip-Hop,seen live,286906,Bhayanak Maut,Home Brew,Norma Jean,23092
hip hop,Scrilla,Hip-Hop,rap,5489,Alley Boy,Maybach Music Group,Chinx Drugz,868
Hip-Hop,Scrufizzer,UK,Grime,38506,Kozzie,Maxsta,Marger,6654
trap,SD,Hip-Hop,rap,331212,Fredo Santana,Lil Reese,Chief Keef,23439
sexy,Sean Combs,pop,electronic,1551,"Ray Davies (Kinks), Jackson Browne",M.V.P. (Most Valuable Playas),Phat Bollard,141
Hip-Hop,Sean Paul,reggae,dancehall,15465331,Shaggy,Elephant Man,Beenie Man,1255611
underground hip-hop,Sean Price,rap,Hip-Hop,2313763,Heltah Skeltah,Random Axe,Roc Marciano,118541
West Coast Gangsta Rap,Sean T,California,rap,20564,Lil Ric,Young Ed,Mafiosos,4121
rap,Serius Jones,hip hop,Hip-Hop,41691,Hell Rell,J.R. Writer,Jay Bezel,5636
christian,Sev Statik,rap,Hip-Hop,36335,Tunnel Rats,Ill Harmonics,Deepspace 5,4511
NA,NA,NA,NA,NA,NA,NA,NA,NA
rap,Shabazz the Disciple,wu-tang,Hip-Hop,133595,9th Prince,Dom Pachino,Black Market Militia,15270
rap,Shad,Canadian,Hip-Hop,2039690,K-OS,Blu & Exile,Classified,72752
west coast,Shade Sheist,Hip-Hop,rap,93704,Nate Dogg,DJ Quik,Tha Dogg Pound,22648
Hip-Hop,Shady Nate,Bay Area,rap,86792,Lil Rue,J Stalin,Messy Marv and Berner,15900
Hip-Hop,Shaggy,dancehall,reggae,6744801,Sean Paul,Chaka Demus & Pliers,Mr. Vegas,895950
NA,NA,NA,NA,NA,NA,NA,NA,NA
hip hop,Shaquille O'Neal,rap,Hip-Hop,93278,LL Cool J,Naughty By Nature,Digital Underground,11355
Dirty South,Shawnna,Hip-Hop,rap,413403,Lil' Kim,Remy Ma,Trina,115245
Hip-Hop,Shawty Lo,Dirty South,rap,1613311,Young Dro,Webbie,D4L,461446
east coast rap,Sheek Louch,Hip-Hop,rap,702597,Styles P,Jadakiss,Vado,123060
rap,Shing02,japanese,Hip-Hop,1007070,Nujabes,Pase Rock,Force of Nature,49725
gospel rap,Sho Baraka,christian,Christian Rap,126007,Pro,116 Clique,Thi'sl,8276
hip hop,Shock G,rap,Hip-Hop,16410,Mysonne,Sarah Jones,Stezo,2511
math rock,Shorty,Hip-Hop,noise rock,110939,U.S. Maple,Cows,P Money,13117
NA,NA,NA,NA,NA,NA,NA,NA,NA
alternative hip-hop,Shwayze,chill,Hip-Hop,4642398,Aer,Chiddy Bang,Radical Something,385217
DC,Shy Glizzy,rap,Hip-Hop,220327,PeeWee Longway,Young Dolph,Young Scooter,18867
rap,Shyheim,wu-tang,Hip-Hop,390896,Killarmy,U-God,Sunz of Man,58400
Gangsta Rap,Shyne,Hip-Hop,rap,535523,Beanie Sigel,Cam'ron,Jadakiss,94336
NA,NA,NA,NA,NA,NA,NA,NA,NA
Dirty South,Silkk The Shocker,Hip-Hop,rap,196262,Master P,C-Murder,TRU,50393
german,Silla,rap,Deutschrap,310227,Fler,Alpa Gun,Fard,6898
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
old school,Sir Mix-A-Lot,Hip-Hop,rap,1515880,Kris Kross,DJ Jazzy Jeff & The Fresh Prince,Digital Underground,358097
dubstep,Sirah,rap,electronica,80252,"Skrillex, 12th Planet & Kill The Noise",Kaskade feat. Mindy Gledhill,Sky Blu,6191
hip hop,Skee-Lo,rap,Hip-Hop,857647,Luniz,DJ Jazzy Jeff & The Fresh Prince,Kris Kross,178812
hip hop,Skeme,underground hip-hop,west coast,247187,Dom Kennedy,Nipsey Hussle,Pac Div,35630
UK hip-hop,Skinnyman,UK hip hop,Hip-Hop,427242,Klashnekoff,Jehst,Braintax,52977
new york,Skyzoo,underground hip-hop,Hip-Hop,1006737,Skyzoo & Torae,Little Brother,Torae,98495
hip hop,SL Jones,Hip-Hop,rap,11819,Alley Boy,Killa Kyleon,S.L. Jones,1736
rnb,Sleepy Brown,soul,Hip-Hop,229482,Da Brat,Maxwell,The Tony Rich Project,46931
pop,Slick Pulla,Dirty South,Hip-Hop,41472,Jody Breeze,Alfamega,J-Money,4077
NA,NA,NA,NA,NA,NA,NA,NA,NA
Hip-Hop,Slim Thug,rap,Dirty South,2589224,Paul Wall,Z-Ro,Pimp C,377363
rhymesayers,Slug,underground hip hop,Hip-Hop,447333,Atmosphere,Sage Francis,Eyedea & Abilities,78819
miami,Smitty,rap,hip hop,91930,Ray Cash,Da Backwudz,Ali & Gipp,16909
underground hip-hop,Smoke DZA,rap,Hip-Hop,1593773,Curren$y,Stalley,Young Roddy,226450
Drum and bass,Smooth,electronic,trip-hop,650078,BMotion,InsideInfo,The Prototypes,76514
rap,Smoothe Da Hustler,Hip-Hop,underground hip-hop,91913,Jemini The Gifted One,Ill Biskits,Scientifik,8897
NA,NA,NA,NA,NA,NA,NA,NA,NA
rap,Snootie Wild,trap,Hip-Hop,107588,K Camp,Ca$h Out,Rich Homie Quan,19617
female vocalists,Snow Tha Product,rap,Hip-Hop,423801,Honey Cocaine,Tech N9ne,Ces Cru,16178
Hip-Hop,"soce, the elemental wizard",antifolk,dance,4728,Guy B,Naomi Hates Humans,Huggabroomstik,641
underground hip-hop,Sole,anticon,Hip-Hop,1578804,Sole and the Skyrider Band,Sole & Dj Pain 1,Themselves,80960
NA,NA,NA,NA,NA,NA,NA,NA,NA
sxsw 2016,Sonny Digital,rap,Hip-Hop,26966,Rich The Kid,YFN Lucci,LIL UZI VERT,6315
new york,Sonsee,rap,Hip-Hop,292,SONNY SEEZA,Fredro Starr,Hoodratz,46
Hip-Hop,Soopafly,G-funk,rap,110662,Bad Azz,Kurupt & J Wells,Battlecat,29502
Crunk,Soulja Boy,rap,Hip-Hop,7565011,Chief Keef,OJ da Juiceman,Gucci Mane,1019206
New Orleans,Soulja Slim,Dirty South,rap,193645,Kane & Abel,Lil Boosie and Webbie,Mia X,46923
Hip-Hop,South Park Mexican,South Park Mexican,rap,597261,Chingo Bling,Clika One,Lil' Keke,81263
trap rap,Southside,rap,Hip-Hop,17258,Hyper Sniper,King Pheenix,Jay Bishop,3004
Lo-Fi,SpaceGhostPurrp,rap,Hip-Hop,1681248,Raider Klan,Robb Bank$,Black Kray,43066
old school rap,Special Ed,rap,Hip-Hop,195531,Kool Moe Dee,Nice & Smooth,Big Daddy Kane,48192
Hip-Hop,Spice 1,West Coast Rap,Gangsta Rap,941345,Celly Cel,C-Bo,MC Eiht,143037
Gangsta Rap,Spider Loc,Hip-Hop,rap,317695,40 Glocc,Hot Rod,Lil Eazy-E,99437
80s,Spoonie Gee,rap,Hip-Hop,73243,Grandmaster Flash and The Furious Five,West Street Mob,The Sugarhill Gang,25397
hip hop,Spose,rap,Hip-Hop,449470,Watsky,Flobots,Wax,51064
punk rock,Spot,punk,seen live,59544,empty Face,Crowfish,Plastic Bo,4526
hip hop,Stalley,rap,Hip-Hop,909093,Smoke DZA,LE$,Curren$y,83512
Dirty South,Starlito,rap,Hip-Hop,267580,Don Trip,Young Dolph,Bankroll Fresh,16623
Dirty South,Stat Quo,Hip-Hop,rap,1344055,Ca$his,Obie Trice,Eminem,418004
rnb,Static Major,rap,Hip-Hop,31097,Playa,2 Pistols,Sean Garrett,3301
rap,Statik Selektah,underground hip-hop,Hip-Hop,1734220,Skyzoo,Termanology,Torae,111936
old school,Steady B,rap,Hip-Hop,28244,Cool C,Three Times Dope,Super Lover Cee & Casanova Rud,5843
Gangsta Rap,Stevie Joe,rap,All,43216,Rydah J. Klyde,Eddi Projex,Krypto,8403
rap,Stevie Stone,Hip-Hop,Strange Music,317680,Krizz Kaliko,Kutt Calhoun,Tech N9ne,42471
hip hop,Stezo,rap,Hip-Hop,26111,Dooley O,Homeliss Derilex,Chill Rob G,5107
hardcore rap,Sticky Fingaz,rap,Hip-Hop,329508,Onyx,Ill Bill,Kool G Rap,27339
alternative,Stoka,Hip-Hop,seen live,17466,Tram 11,El Bahattee,General Woo,892
Hip-Hop,Stoupe The Enemy Of Mankind,underground rap,instrumental hip-hop,50059,Stoupe,Jus Allah,Nuttkase,1867
acid jazz,Stretch,rock,funk,313136,Camille Yarbrough,Brooklyn Funk Essentials,Wild Cherry,71618
D-Block,Styles P,rap,Hip-Hop,2135691,Jadakiss,Sheek Louch,The Lox,254762
rap,Substantial,underground hip-hop,Hip-Hop,537958,Bop Alloy,Five Deez,Specifics,52279
West Coast Rap,Suga Free,rap,G-funk,335840,DJ Quik,Too $hort,Spice 1,43326
australian,Suffa,Aussie Hip-Hop,Hip-Hop,3304,Cross Bred Mongrels,Muphin,Jodie Morgan,265
swag,Swagg Man,dollars,rap mongol,6890,Kidd Kidd,Ixzo,40000 GANG,630
old school,Sweet Tee,rap,Hip-Hop,14559,Princess Mc,Tanya Winley,Nicki Giovanni,5242
hip hop,Swizz Beatz,rap,Hip-Hop,1196068,MIMS,Lloyd Banks,Cassidy,167528
funk volume,SwizZz,rap,alternative hip-hop,106548,Hopsin & SwizZz,The Jokerr,Cryptic Wisdom,10166
electronic,Syd Tha Kyd,Hip-Hop,ofwgkta,31510,The Super 3,Jack Mushroom,Left Brain,3782
female vocalists,sZa,soul,electronic,2035713,Kelela,Jhené Aiko,FKA twigs,123357
Dirty South,T.I.,rap,Hip-Hop,31160628,Young Jeezy,Ludacris,Rick Ross,2346338
ofwgkta,"Tyler, the Creator",rap,Hip-Hop,24515043,Earl Sweatshirt,OFWGKTA,MellowHype,552973
old school,T La Rock,rap,Hip-Hop,34946,Steady B,Roxanne Shanté,U.T.F.O.,9386
Hip-Hop,T-Bone,christian,Christian Rap,175240,Pettidee,Gospel Gangstaz,The Cross Movement,17547
SacTown Rap,T-Nutty,West Coast Rap,rap,42721,Lunasicc,Killa Tay,Young Droop,7633
rap,T-Pain,Hip-Hop,rnb,9866182,Bow Wow,Omarion,Pretty Ricky,1223570
rnb hiphop,T-Wayne,All,hip hop,278210,K Camp,Rich Homie Quan,O.T. Genasis,63381
hip hop,T. Mills,powerpop,electronic,2726890,Breathe Carolina,Blackbear,Mod Sun,93592
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
hip hop,Tabi Bonney,rap,Hip-Hop,124529,Ski Beatz,Fly Union,TiRon,13764
NA,NA,NA,NA,NA,NA,NA,NA,NA
Hip-Hop,Taio Cruz,pop,rnb,16113838,Flo Rida,Jay Sean,Mohombi,1449871
NA,NA,NA,NA,NA,NA,NA,NA,NA
hip hop,Talib Kweli,rap,Hip-Hop,12356196,Reflection Eternal,Pharoahe Monch,Talib Kweli & Hi-Tek,776929
speed metal,Target,Technical Thrash Metal,thrash metal,62808,Mandator,Hexenhaus,Forced Entry,5640
southern rap,Tay Dizm,rap,Hip-Hop,207535,Young Cash,2 Pistols,Yung Berg,60627
Hip-Hop,TD Cruze,experimental,instrumental hip-hop,1264,YY Ori,A.N.G,Phunk Masta Seven,169
NA,NA,NA,NA,NA,NA,NA,NA,NA
Horrorcore,Tech N9ne,Hip-Hop,rap,15386533,Krizz Kaliko,Rittz,Kutt Calhoun,660598
christian,Tedashii,christian hip-hop,Christian Rap,294843,Trip Lee,KB,Derek Minor,27128
los angeles,TEEFLII,male vocalists,California,94740,DJ Mustard,Nipsey Hussle,Dom Kennedy,14569
Hip-Hop,Tekitha,wu-tang,soul,46517,Royal Fam,9th Prince,Streetlife,11568
southern rap,Tela,Dirty South,rap,58197,Eightball,MJG,Kane & Abel,11288
rap,Termanology,underground hip-hop,Hip-Hop,973862,Reks,Statik Selektah,Torae,77088
rap,Terrace Martin,G-funk,Hip-Hop,342710,Robert Glasper Experiment,Elzhi,The Foreign Exchange,44047
female vocalists,Teyana Taylor,rnb,hip hop,347005,Sevyn Streeter,K. Michelle,Mila J,42796
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
male vocalists,The-Dream,r&b,rnb,5959488,Trey Songz,Jeremih,Lloyd,677716
indie,Theophilus London,electronic,Hip-Hop,4231172,Kid Cudi,Allan Kingdom,Raury,267419
rap,Tiffany Foxx,hip hop,Hip-Hop,10941,Lola Monroe,Brianna Perry,Nyemiah Supreme,1320
hardcore rap,Tim Dog,Hip-Hop,rap,109923,The Cenobites,Analog Brothers,Masters Of Illusion,12610
hiphop,Timaya,african,nigeria,70979,Iyanya,Davido,P-Square,9282
rap,Timbaland,rnb,Hip-Hop,28921330,Timbaland & Magoo,Keri Hilson,Justin Timberlake,1817197
NA,NA,NA,NA,NA,NA,NA,NA,NA
rap,Tinie Tempah,Grime,Hip-Hop,10610586,Tinchy Stryder,Wretch 32,Professor Green,870828
NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Rap,TobyMac,christian rock,christian,4204433,Newsboys,MercyMe,Matthew West,233091
NA,NA,NA,NA,NA,NA,NA,NA,NA
Philly,Tone Trump,Hip-Hop,rap,5929,Oschino,Reed Dollaz,MAJOR FIGGAS,1421
underground hip-hop,Tonedeff,rap,Hip-Hop,942176,Kno,CunninLynguists,Natti,68616
NA,NA,NA,NA,NA,NA,NA,NA,NA
G-Unit,Tony Yayo,Hip-Hop,rap,1353289,Lloyd Banks,G-Unit,Young Buck,304687
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
rap,Tory Lanez,Hip-Hop,rnb,1340302,PARTYNEXTDOOR,Bryson Tiller,Ty Dolla $ign,111738
east coast rap,Tracey Lee,Hip-Hop,underground hip-hop,10306,Smoothe Da Hustler,Nostradame,McGruff,1883
rap,Trae tha Truth,Hip-Hop,Dirty South,344956,Z-Ro,Slim Thug,Trae,42650
Queensbridge,Tragedy Khadafi,rap,Hip-Hop,310393,Styles P,Blaq Poet,Capone-N-Noreaga,37276
NA,NA,NA,NA,NA,NA,NA,NA,NA
Hip-Hop,Traxamillion,Bay Area,hyphy,169076,Dem Hoodstarz,The Team,Turf Talk,34171
singer-songwriter,Tray Deee,rap,Hip-Hop,3166,LBC crew,RBX,Bad Azz,369
USA,Tre-8,no limit,Michigan,12372,MR. SERV-ON,Simken heights,Bone Skanless,1675
Gangsta Rap,Treach,rap,Hip-Hop,1163,Tragedy Khadafi & Don Black,Smoothe Da Hustler & D.V. Alias Khrist,"Doo Wop, Fat Joe, Akinyele, Pretty Boy Floyd & Lord Tariq",415
male vocalists,Trey Songz,soul,rnb,16111816,Chris Brown,August Alsina,Omarion,1321865
Dirty South,Trick Daddy,Hip-Hop,rap,2057810,Plies,Juvenile,Mystikal,381278
NA,NA,NA,NA,NA,NA,NA,NA,NA
female vocalists,Trina,Hip-Hop,rap,1639613,Lil' Kim,Foxy Brown,Remy Ma,252222
trap,Trinidad James,rap,Hip-Hop,775478,2 Chainz,Juicy J,Riff Raff,83517
christian hip-hop,Trip Lee,christian,Christian Rap,542268,Tedashii,KB,Lecrae,36183
male vocalist,Tristan Wilds,rnb,r&b,4625,Bridget Kelly,Devin Tracy,Netta Brielle,208
rap,Troy Ave,new york,Hip-Hop,232065,Chinx,Jadakiss,French Montana,39346
NA,NA,NA,NA,NA,NA,NA,NA,NA
Hip-Hop,Turf Talk,hyphy,Bay Area,152664,Dem Hoodstarz,San Quinn,Bavgate,30775
nederhop,Turk,Hip-Hop,rap,114417,Kohfie Konnect,Jiggy Djé,Winne,16359
G-funk,Tweedy Bird Loc,west coast,Gangsta Rap,30769,Fo' Clips Eclipse,Damu Ridas,Havoc & Prodeje,2272
hip hop,Twista,Hip-Hop,rap,4921008,Ja Rule,Ludacris,T-Pain,710082
juggalo,Twisted Insane,underground hip-hop,Horrorcore,187271,Brotha Lynch Hung,Prozak,Tech N9ne,7346
NA,NA,NA,NA,NA,NA,NA,NA,NA
hip hop,Tyga,rap,Hip-Hop,12319716,Kid Ink,Chris Brown & Tyga,Wiz Khalifa,1439389
indie pop,Tyler Joseph,indie,alternative,125745,Twenty One Pilots,The Brobecks,Panic! at the Disco,6080
ofwgkta,"Tyler, the Creator",rap,Hip-Hop,24515043,Earl Sweatshirt,OFWGKTA,MellowHype,552973
NA,NA,NA,NA,NA,NA,NA,NA,NA
Korean Hip-Hop,Verbal Jint,Hip-Hop,Korean,360870,Dynamic Duo,ZICO,Beenzino,9801
rap,U-God,Hip-Hop,wu-tang,664715,Cappadonna,Inspectah Deck,Masta Killa,101700
underground hip-hop,Uncle Murda,rap,Hip-Hop,180177,Joe Budden,Papoose,Dave East,19640
rap,Unk,Dirty South,Hip-Hop,555735,Huey,Dem Franchize Boyz,David Banner,139996
Hip-Hop,U$O,danish,dansk rap,21134,Troo.L.S & Orgi-E,Jeppe Rapp,Johnson,2113
rap,Wyclef Jean,reggae,Hip-Hop,6287038,Fugees,Akon,Nelly,642683
white girl mob,V-Nasty,rap,Hip-Hop,58383,Gucci Mane & V-Nasty,Lil Debbie & V-Nasty,Katie Got Bandz,2925
mainstream,V.I.C.,rap,Hip-Hop,326124,Cupid,Lil Jon,Huey,90251
harlem,Vado,rap,Hip-Hop,412801,Fabolous,Jim Jones,Sheek Louch,84537
chicago,Vakill,underground hip-hop,Hip-Hop,308402,Wordsworth,PackFM,Pumpkinhead,25717
pop,Val Young,rnb,funk,38332,Cheri,Toba,Shotgun,11623
Portugal,Valete,rap,hip hop,176535,Dealema,Xeg,Mind Da Gap,11042
